,0
6801,2
6802,1
6803,1
6804,2
6805,1
6806,1
6807,0
6808,1
6809,2
6810,0
6811,2
6812,2
6813,0
6814,1
6815,0
6816,1
6817,1
6818,1
6819,2
6820,0
6821,2
6822,0
6823,0
6824,2
6825,0
6826,2
6827,1
6828,2
6829,1
6830,1
6831,1
6832,0
6833,0
6834,1
6835,0
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,2
6843,1
6844,0
6845,0
6846,2
6847,1
6848,2
6849,2
6850,1
6851,0
6852,2
6853,0
6854,0
6855,1
6856,0
6857,1
6858,0
6859,0
6860,0
6861,1
6862,1
6863,1
6864,0
6865,0
6866,2
6867,1
6868,2
6869,1
6870,0
6871,2
6872,1
6873,0
6874,0
6875,0
6876,1
6877,1
6878,1
6879,1
6880,1
6881,2
6882,2
6883,2
6884,1
6885,0
6886,1
6887,1
6888,1
6889,1
6890,1
6891,2
6892,1
6893,1
6894,1
6895,0
6896,1
6897,1
6898,1
6899,0
6900,1
6901,1
6902,2
6903,0
6904,2
6905,0
6906,0
6907,1
6908,1
6909,2
6910,1
6911,0
6912,0
6913,1
6914,1
6915,0
6916,2
6917,2
6918,1
6919,1
6920,2
6921,1
6922,1
6923,1
6924,1
6925,1
6926,1
6927,1
6928,2
6929,0
6930,0
6931,2
6932,2
6933,0
6934,0
6935,2
6936,2
6937,2
6938,0
6939,1
6940,0
6941,1
6942,2
6943,2
6944,2
6945,1
6946,2
6947,1
6948,0
6949,1
6950,1
6951,2
6952,0
6953,2
6954,2
6955,1
6956,0
6957,0
6958,1
6959,2
6960,1
6961,0
6962,1
6963,1
6964,2
6965,1
6966,1
6967,0
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,0
6975,2
6976,1
6977,2
6978,1
6979,1
6980,2
6981,1
6982,1
6983,0
6984,0
6985,0
6986,2
6987,1
6988,0
6989,1
6990,0
6991,1
6992,1
6993,0
6994,2
6995,0
6996,1
6997,0
6998,2
6999,0
7000,2
7001,2
7002,2
7003,1
7004,0
7005,0
7006,1
7007,2
7008,2
7009,2
7010,2
7011,0
7012,1
7013,0
7014,0
7015,1
7016,2
7017,2
7018,2
7019,0
7020,0
7021,1
7022,0
7023,2
7024,0
7025,1
7026,1
7027,0
7028,2
7029,2
7030,1
7031,0
7032,1
7033,2
7034,2
7035,2
7036,2
7037,1
7038,2
7039,1
7040,0
7041,1
7042,2
7043,0
7044,0
7045,2
7046,0
7047,2
7048,0
7049,0
7050,0
7051,1
7052,0
7053,0
7054,2
7055,2
7056,0
7057,2
7058,0
7059,0
7060,0
7061,1
7062,1
7063,2
7064,0
7065,1
7066,2
7067,0
7068,2
7069,1
7070,0
7071,1
7072,2
7073,2
7074,2
7075,2
7076,0
7077,0
7078,2
7079,2
7080,1
7081,1
7082,2
7083,1
7084,0
7085,0
7086,1
7087,1
7088,1
7089,1
7090,2
7091,0
7092,0
7093,2
7094,1
7095,1
7096,1
7097,0
7098,1
7099,0
7100,0
7101,2
7102,1
7103,1
7104,1
7105,2
7106,0
7107,2
7108,1
7109,1
7110,1
7111,1
7112,2
7113,1
7114,0
7115,0
7116,1
7117,1
7118,2
7119,0
7120,1
7121,1
7122,0
7123,0
7124,1
7125,2
7126,2
7127,2
7128,2
7129,2
7130,0
7131,0
7132,2
7133,1
7134,1
7135,2
7136,2
7137,2
7138,0
7139,2
7140,2
7141,0
7142,0
7143,0
7144,1
7145,2
7146,1
7147,2
7148,0
7149,1
7150,1
7151,2
7152,0
7153,2
7154,0
7155,2
7156,0
7157,1
7158,2
7159,2
7160,0
7161,1
7162,0
7163,2
7164,2
7165,2
7166,0
7167,0
7168,2
7169,1
7170,1
7171,2
7172,1
7173,1
7174,1
7175,2
7176,1
7177,0
7178,0
7179,2
7180,0
7181,0
7182,1
7183,2
7184,2
7185,1
7186,1
7187,2
7188,2
7189,0
7190,0
7191,0
7192,1
7193,1
7194,0
7195,0
7196,2
7197,2
7198,1
7199,0
7200,2
7201,1
7202,1
7203,1
7204,1
7205,1
7206,2
7207,0
7208,1
7209,1
7210,0
7211,2
7212,1
7213,1
7214,0
7215,1
7216,2
7217,1
7218,0
7219,1
7220,0
7221,2
7222,2
7223,0
7224,0
7225,0
7226,2
7227,1
7228,2
7229,1
7230,1
7231,2
7232,2
7233,2
7234,2
7235,1
7236,1
7237,2
7238,0
7239,1
7240,0
7241,1
7242,0
7243,1
7244,1
7245,0
7246,2
7247,1
7248,2
7249,2
7250,1
7251,1
7252,0
7253,0
7254,0
7255,2
7256,2
7257,2
7258,1
7259,1
7260,2
7261,2
7262,0
7263,0
7264,0
7265,2
7266,1
7267,1
7268,0
7269,2
7270,2
7271,2
7272,0
7273,1
7274,1
7275,0
7276,1
7277,1
7278,2
7279,0
7280,1
7281,0
7282,1
7283,0
7284,1
7285,2
7286,0
7287,1
7288,1
7289,2
7290,1
7291,0
7292,1
7293,2
7294,1
7295,2
7296,2
7297,1
7298,1
7299,2
7300,0
7301,1
7302,1
7303,2
7304,1
7305,0
7306,1
7307,0
7308,2
7309,0
7310,2
7311,1
7312,0
7313,0
7314,1
7315,2
7316,0
7317,1
7318,1
7319,0
7320,0
7321,2
7322,0
7323,2
7324,1
7325,2
7326,0
7327,1
7328,0
7329,2
7330,1
7331,0
7332,1
7333,1
7334,2
7335,0
7336,1
7337,1
7338,0
7339,0
7340,1
7341,2
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,2
7349,1
7350,2
7351,2
7352,0
7353,1
7354,2
7355,1
7356,1
7357,1
7358,1
7359,0
7360,2
7361,1
7362,2
7363,1
7364,2
7365,1
7366,1
7367,1
7368,2
7369,0
7370,1
7371,2
7372,0
7373,1
7374,1
7375,0
7376,2
7377,0
7378,2
7379,0
7380,1
7381,2
7382,0
7383,0
7384,2
7385,0
7386,2
7387,0
7388,2
7389,1
7390,1
7391,2
7392,1
7393,1
7394,1
7395,0
7396,1
7397,0
7398,1
7399,1
7400,1
7401,2
7402,0
7403,1
7404,1
7405,2
7406,1
7407,0
7408,0
7409,1
7410,1
7411,1
7412,2
7413,0
7414,1
7415,0
7416,1
7417,2
7418,1
7419,0
7420,2
7421,2
7422,0
7423,1
7424,0
7425,1
7426,1
7427,1
7428,2
7429,1
7430,1
7431,1
7432,0
7433,1
7434,2
7435,2
7436,0
7437,1
7438,2
7439,1
7440,2
7441,2
7442,1
7443,2
7444,2
7445,0
7446,0
7447,0
7448,0
7449,0
7450,1
7451,1
7452,0
7453,2
7454,0
7455,0
7456,1
7457,0
7458,1
7459,0
7460,1
7461,2
7462,0
7463,0
7464,2
7465,2
7466,1
7467,2
7468,1
7469,0
7470,0
7471,0
7472,0
7473,2
7474,1
7475,0
7476,1
7477,0
7478,1
7479,1
7480,0
7481,0
7482,1
7483,1
7484,1
7485,0
7486,1
7487,1
7488,2
7489,0
7490,2
7491,0
7492,0
7493,1
7494,1
7495,2
7496,0
7497,2
7498,2
7499,1
7500,2
7501,1
7502,2
7503,0
7504,1
7505,0
7506,2
7507,1
7508,1
7509,1
7510,0
7511,1
7512,0
7513,0
7514,0
7515,1
7516,1
7517,1
7518,2
7519,2
7520,0
7521,1
7522,2
7523,2
7524,2
7525,0
7526,2
7527,1
7528,1
7529,0
7530,2
7531,1
7532,2
7533,0
7534,1
7535,1
7536,0
7537,1
7538,0
7539,0
7540,0
7541,0
7542,2
7543,1
7544,2
7545,0
7546,0
7547,1
7548,0
7549,2
7550,2
7551,0
7552,2
7553,0
7554,0
7555,0
7556,1
7557,2
7558,0
7559,1
7560,0
7561,1
7562,2
7563,2
7564,1
7565,1
7566,0
7567,2
7568,0
7569,1
7570,0
7571,2
7572,0
7573,1
7574,0
7575,2
7576,0
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,2
7584,2
7585,2
7586,0
7587,1
7588,1
7589,0
7590,2
7591,2
7592,0
7593,2
7594,1
7595,2
7596,2
7597,0
7598,2
7599,0
7600,2
7601,1
7602,0
7603,1
7604,1
7605,2
7606,2
7607,0
7608,2
7609,1
7610,2
7611,0
7612,0
7613,2
7614,1
7615,1
7616,0
7617,1
7618,1
7619,2
7620,0
7621,2
7622,2
7623,2
7624,2
7625,2
7626,0
7627,1
7628,0
7629,1
7630,1
7631,2
7632,2
7633,1
7634,0
7635,1
7636,0
7637,1
7638,1
7639,2
7640,1
7641,2
7642,2
7643,0
7644,2
7645,1
7646,1
7647,0
7648,0
7649,2
7650,0
7651,0
7652,2
7653,2
7654,1
7655,1
7656,1
7657,2
7658,2
7659,0
7660,1
7661,2
7662,0
7663,0
7664,0
7665,1
7666,0
7667,1
7668,0
7669,2
7670,2
7671,0
7672,1
7673,0
7674,1
7675,1
7676,1
7677,0
7678,2
7679,1
7680,0
7681,0
7682,2
7683,1
7684,2
7685,1
7686,1
7687,0
7688,0
7689,2
7690,1
7691,2
7692,0
7693,2
7694,1
7695,1
7696,2
7697,1
7698,1
7699,0
7700,0
7701,1
7702,2
7703,1
7704,0
7705,1
7706,1
7707,0
7708,1
7709,1
7710,2
7711,1
7712,1
7713,0
7714,2
7715,0
7716,0
7717,0
7718,1
7719,0
7720,0
7721,1
7722,2
7723,0
7724,1
7725,1
7726,2
7727,0
7728,0
7729,2
7730,0
7731,1
7732,1
7733,1
7734,0
7735,1
7736,0
7737,2
7738,2
7739,1
7740,0
7741,2
7742,2
7743,2
7744,1
7745,2
7746,2
7747,0
7748,1
7749,2
7750,0
7751,1
7752,1
7753,2
7754,0
7755,1
7756,0
7757,1
7758,2
7759,0
7760,0
7761,0
7762,1
7763,1
7764,0
7765,0
7766,0
7767,1
7768,1
7769,1
7770,0
7771,0
7772,1
7773,2
7774,1
7775,2
7776,0
7777,1
7778,1
7779,1
7780,2
7781,1
7782,2
7783,0
7784,0
7785,0
7786,1
7787,2
7788,0
7789,1
7790,1
7791,1
7792,2
7793,1
7794,0
7795,0
7796,0
7797,0
7798,2
7799,1
7800,2
7801,1
7802,2
7803,1
7804,1
7805,2
7806,1
7807,2
7808,1
7809,1
7810,1
7811,2
7812,1
7813,2
7814,0
7815,0
7816,2
7817,0
7818,1
7819,0
7820,2
7821,2
7822,2
7823,1
7824,0
7825,1
7826,1
7827,0
7828,0
7829,2
7830,2
7831,1
7832,1
7833,1
7834,0
7835,2
7836,0
7837,1
7838,0
7839,1
7840,1
7841,0
7842,1
7843,0
7844,1
7845,1
7846,1
7847,1
7848,1
7849,2
7850,0
7851,1
7852,0
7853,1
7854,2
7855,0
7856,1
7857,1
7858,2
7859,0
7860,1
7861,2
7862,2
7863,2
7864,1
7865,1
7866,1
7867,0
7868,2
7869,1
7870,0
7871,1
7872,2
7873,0
7874,0
7875,1
7876,0
7877,1
7878,2
7879,1
7880,1
7881,0
7882,0
7883,1
7884,0
7885,0
7886,0
7887,2
7888,1
7889,1
7890,0
7891,2
7892,1
7893,1
7894,1
7895,2
7896,1
7897,2
7898,0
7899,1
7900,2
7901,0
7902,0
7903,1
7904,2
7905,0
7906,1
7907,2
7908,0
7909,1
7910,0
7911,1
7912,0
7913,0
7914,1
7915,2
7916,0
7917,2
7918,0
7919,1
7920,1
7921,1
7922,1
7923,2
7924,2
7925,0
7926,1
7927,0
7928,1
7929,2
7930,1
7931,2
7932,1
7933,1
7934,1
7935,2
7936,2
7937,2
7938,1
7939,2
7940,1
7941,2
7942,1
7943,0
7944,1
7945,1
7946,1
7947,0
7948,0
7949,2
7950,1
7951,1
7952,2
7953,2
7954,0
7955,2
7956,2
7957,0
7958,0
7959,2
7960,1
7961,0
7962,1
7963,1
7964,1
7965,1
7966,0
7967,2
7968,2
7969,2
7970,2
7971,0
7972,0
7973,2
7974,2
7975,1
7976,2
7977,2
7978,1
7979,0
7980,0
7981,2
7982,2
7983,1
7984,1
7985,2
7986,0
7987,1
7988,0
7989,1
7990,1
7991,1
7992,0
7993,1
7994,2
7995,1
7996,1
7997,1
7998,2
7999,0
8000,1
8001,0
8002,2
8003,1
8004,1
8005,0
8006,2
8007,1
8008,0
8009,2
8010,1
8011,0
8012,0
8013,1
8014,0
8015,1
8016,0
8017,1
8018,1
8019,0
8020,1
8021,1
8022,0
8023,2
8024,0
8025,0
8026,1
8027,2
8028,1
8029,2
8030,1
8031,2
8032,1
8033,1
8034,0
8035,0
8036,1
8037,1
8038,2
8039,0
8040,1
8041,2
8042,1
8043,0
8044,2
8045,2
8046,1
8047,1
8048,1
8049,0
8050,0
8051,0
8052,2
8053,0
8054,0
8055,2
8056,1
8057,2
8058,0
8059,2
8060,1
8061,2
8062,2
8063,1
8064,0
8065,1
8066,1
8067,0
8068,0
8069,1
8070,0
8071,2
8072,2
8073,1
8074,1
8075,2
8076,1
8077,0
8078,2
8079,1
8080,0
8081,1
8082,2
8083,0
8084,0
8085,0
8086,1
8087,1
8088,0
8089,1
8090,0
8091,2
8092,1
8093,1
8094,1
8095,0
8096,1
8097,0
8098,0
8099,2
8100,0
8101,1
8102,1
8103,0
8104,2
8105,1
8106,2
8107,0
8108,1
8109,1
8110,0
8111,2
8112,0
8113,2
8114,1
8115,2
8116,0
8117,0
8118,0
8119,2
8120,0
8121,0
8122,2
8123,1
8124,1
8125,0
8126,1
8127,0
8128,1
8129,1
8130,0
8131,0
8132,1
8133,2
8134,1
8135,1
8136,2
8137,2
8138,0
8139,0
8140,1
8141,2
8142,1
8143,1
8144,2
8145,1
8146,1
8147,1
8148,1
8149,2
8150,2
8151,0
8152,2
8153,1
8154,2
8155,0
8156,2
8157,1
8158,1
8159,1
8160,1
8161,0
8162,1
8163,0
8164,0
8165,1
8166,1
8167,2
8168,1
8169,2
8170,1
8171,0
8172,2
8173,0
8174,1
8175,1
8176,0
8177,1
8178,1
8179,1
8180,2
8181,0
8182,1
8183,0
8184,0
8185,2
8186,2
8187,1
8188,1
8189,1
8190,1
8191,0
8192,2
8193,1
8194,1
8195,0
8196,2
8197,1
8198,1
8199,0
8200,2
8201,0
8202,0
8203,2
8204,1
8205,1
8206,1
8207,1
8208,1
8209,1
8210,0
8211,2
8212,1
8213,0
8214,1
8215,1
8216,2
8217,2
8218,0
8219,2
8220,1
8221,1
8222,1
8223,0
8224,0
8225,2
8226,2
8227,0
8228,0
8229,1
8230,2
8231,2
8232,1
8233,2
8234,1
8235,0
8236,0
8237,1
8238,0
8239,2
8240,1
8241,1
8242,1
8243,0
8244,2
8245,0
8246,2
8247,2
8248,1
8249,0
8250,2
8251,0
8252,2
8253,1
8254,1
8255,2
8256,2
8257,2
8258,1
8259,2
8260,0
8261,0
8262,1
8263,2
8264,1
8265,2
8266,1
8267,2
8268,1
8269,1
8270,1
8271,1
8272,0
8273,0
8274,2
8275,1
8276,2
8277,0
8278,1
8279,0
8280,2
8281,2
8282,1
8283,0
8284,1
8285,1
8286,0
8287,2
8288,0
8289,2
8290,2
8291,0
8292,1
8293,2
8294,0
8295,1
8296,1
8297,0
8298,0
8299,1
8300,2
8301,1
8302,2
8303,1
8304,2
8305,0
8306,1
8307,1
8308,2
8309,1
8310,0
8311,2
8312,2
8313,1
8314,1
8315,0
8316,0
8317,0
8318,0
8319,0
8320,1
8321,2
8322,0
8323,1
8324,0
8325,0
8326,1
8327,1
8328,2
8329,0
8330,0
8331,2
8332,2
8333,1
8334,0
8335,2
8336,2
8337,0
8338,2
8339,0
8340,1
8341,1
8342,0
8343,1
8344,0
8345,1
8346,2
8347,1
8348,1
8349,0
8350,1
8351,1
8352,0
8353,0
8354,0
8355,2
8356,2
8357,1
8358,1
8359,2
8360,2
8361,0
8362,2
8363,1
8364,2
8365,0
8366,0
8367,1
8368,1
8369,0
8370,0
8371,1
8372,1
8373,1
8374,0
8375,1
8376,0
8377,1
8378,2
8379,2
8380,1
8381,2
8382,1
8383,1
8384,2
8385,2
8386,0
8387,2
8388,0
8389,0
8390,1
8391,1
8392,0
8393,0
8394,1
8395,1
8396,2
8397,0
8398,1
8399,1
8400,2
8401,2
8402,1
8403,1
8404,0
8405,2
8406,1
8407,1
8408,0
8409,2
8410,0
8411,0
8412,1
8413,0
8414,1
8415,0
8416,2
8417,2
8418,2
8419,1
8420,2
8421,2
8422,2
8423,2
8424,0
8425,1
8426,1
8427,2
8428,1
8429,1
8430,1
8431,2
8432,1
8433,2
8434,2
8435,0
8436,2
8437,2
8438,0
8439,0
8440,1
8441,0
8442,1
8443,0
8444,0
8445,1
8446,1
8447,1
8448,2
8449,2
8450,2
8451,1
8452,2
8453,2
8454,1
8455,1
8456,1
8457,1
8458,0
8459,1
8460,1
8461,2
8462,0
8463,2
8464,2
8465,1
8466,1
8467,1
8468,1
8469,2
8470,1
8471,2
8472,0
8473,0
8474,2
8475,1
8476,2
8477,2
8478,1
8479,0
8480,2
8481,2
8482,2
8483,1
8484,2
8485,2
8486,2
8487,2
8488,2
8489,1
8490,2
8491,0
8492,1
8493,2
8494,1
8495,1
8496,0
8497,1
8498,2
8499,1
8500,1
8501,1
8502,2
8503,0
8504,1
8505,1
8506,2
8507,0
8508,1
8509,2
8510,1
8511,1
8512,2
8513,2
8514,1
8515,2
8516,2
8517,2
8518,1
8519,0
8520,0
8521,2
8522,1
8523,2
8524,0
8525,1
8526,1
8527,1
8528,0
8529,2
8530,2
8531,2
8532,1
8533,0
8534,1
8535,1
8536,0
8537,1
8538,1
8539,0
8540,0
8541,2
8542,2
8543,1
8544,1
8545,1
8546,1
8547,0
8548,2
8549,2
8550,2
8551,0
8552,0
8553,1
8554,0
8555,2
8556,0
8557,2
8558,0
8559,0
8560,1
8561,1
8562,2
8563,0
8564,2
8565,2
8566,0
8567,0
8568,2
8569,2
8570,1
8571,1
8572,0
8573,1
8574,2
8575,2
8576,0
8577,1
8578,1
8579,1
8580,1
8581,1
8582,0
8583,1
8584,1
8585,0
8586,1
8587,1
8588,0
8589,2
8590,0
8591,2
8592,2
8593,0
8594,0
8595,1
8596,0
8597,2
8598,0
8599,1
8600,2
8601,2
8602,1
8603,0
8604,1
8605,1
8606,2
8607,2
8608,0
8609,1
8610,1
8611,1
8612,1
8613,2
8614,2
8615,1
8616,1
8617,1
8618,2
8619,1
8620,2
8621,1
8622,0
8623,1
8624,1
8625,2
8626,2
8627,2
8628,0
8629,1
8630,0
8631,1
8632,2
8633,1
8634,1
8635,1
8636,1
8637,0
8638,0
8639,1
8640,2
8641,2
8642,0
8643,0
8644,1
8645,0
8646,2
8647,2
8648,2
8649,2
8650,2
8651,2
8652,0
8653,1
8654,2
8655,0
8656,0
8657,0
8658,1
8659,0
8660,0
8661,0
8662,1
8663,2
8664,0
8665,0
8666,2
8667,2
8668,0
8669,0
8670,1
8671,1
8672,1
8673,1
8674,1
8675,2
8676,0
8677,2
8678,2
8679,2
8680,1
8681,0
8682,1
8683,1
8684,0
8685,2
8686,0
8687,1
8688,2
8689,2
8690,2
8691,0
8692,1
8693,2
8694,0
8695,0
8696,1
8697,0
8698,0
8699,1
8700,2
8701,1
8702,0
8703,1
8704,1
8705,1
8706,2
8707,1
8708,2
8709,2
8710,1
8711,0
8712,2
8713,1
8714,1
8715,2
8716,0
8717,1
8718,2
8719,2
8720,2
8721,0
8722,1
8723,0
8724,1
8725,2
8726,1
8727,0
8728,1
8729,1
8730,0
8731,0
8732,0
8733,1
8734,2
8735,2
8736,1
8737,0
8738,0
8739,0
8740,1
8741,1
8742,2
8743,0
8744,0
8745,2
8746,2
8747,2
8748,2
8749,0
8750,0
8751,1
8752,1
8753,2
8754,0
8755,0
8756,1
8757,2
8758,1
8759,2
8760,1
8761,1
8762,1
8763,1
8764,0
8765,0
8766,1
8767,1
8768,1
8769,1
8770,2
8771,1
8772,2
8773,2
8774,1
8775,2
8776,2
8777,1
8778,2
8779,2
8780,1
8781,2
8782,1
8783,0
8784,2
8785,1
8786,1
8787,0
8788,0
8789,1
8790,1
8791,0
8792,1
8793,1
8794,1
8795,2
8796,0
8797,2
8798,1
8799,0
8800,0
8801,0
8802,2
8803,1
8804,1
8805,2
8806,0
8807,2
8808,1
8809,2
8810,1
8811,0
8812,2
8813,0
8814,1
8815,2
8816,1
8817,1
8818,2
8819,1
8820,1
8821,0
8822,1
8823,2
8824,1
8825,0
8826,2
8827,2
8828,2
8829,0
8830,1
8831,0
8832,2
8833,1
8834,2
8835,1
8836,1
8837,1
8838,1
8839,2
8840,1
8841,0
8842,2
8843,1
8844,0
8845,1
8846,1
8847,1
8848,1
8849,1
8850,0
8851,1
8852,2
8853,0
8854,2
8855,1
8856,1
8857,0
8858,0
8859,2
8860,0
8861,2
8862,2
8863,0
8864,0
8865,2
8866,1
8867,1
8868,1
8869,0
8870,1
8871,2
8872,0
8873,1
8874,2
8875,2
8876,1
8877,1
8878,1
8879,2
8880,2
8881,0
8882,2
8883,1
8884,0
8885,0
8886,1
8887,1
8888,2
8889,2
8890,2
8891,1
8892,0
8893,1
8894,1
8895,2
8896,2
8897,0
8898,0
8899,1
8900,1
8901,1
8902,1
8903,1
8904,0
8905,2
8906,1
8907,2
8908,0
8909,0
8910,1
8911,0
8912,2
8913,0
8914,0
8915,1
8916,0
8917,1
8918,1
8919,1
8920,1
8921,2
8922,1
8923,2
8924,1
8925,1
8926,0
8927,1
8928,2
8929,1
8930,0
8931,0
8932,1
8933,2
8934,1
8935,1
8936,2
8937,1
8938,0
8939,1
8940,0
8941,2
8942,2
8943,1
8944,2
8945,2
8946,2
8947,1
8948,0
8949,1
8950,1
8951,0
8952,1
8953,2
8954,0
8955,1
8956,0
8957,1
8958,2
8959,1
8960,2
8961,1
8962,2
8963,2
8964,1
8965,2
8966,2
8967,2
8968,1
8969,1
8970,2
8971,0
8972,2
8973,1
8974,0
8975,0
8976,1
8977,2
8978,2
8979,1
8980,2
8981,2
8982,1
8983,2
8984,1
8985,2
8986,2
8987,1
8988,0
8989,2
8990,0
8991,0
8992,1
8993,2
8994,1
8995,2
8996,1
8997,0
8998,2
8999,1
9000,1
9001,0
9002,1
9003,1
9004,2
9005,1
9006,0
9007,1
9008,0
9009,0
9010,1
9011,0
9012,1
9013,1
9014,1
9015,2
9016,0
9017,1
9018,0
9019,0
9020,2
9021,0
9022,0
9023,1
9024,0
9025,2
9026,0
9027,0
9028,1
9029,0
9030,2
9031,0
9032,0
9033,0
9034,1
9035,0
9036,1
9037,2
9038,1
9039,1
9040,2
9041,0
9042,1
9043,1
9044,2
9045,1
9046,0
9047,1
9048,0
9049,1
9050,2
9051,2
9052,1
9053,2
9054,0
9055,2
9056,2
9057,2
9058,1
9059,1
9060,2
9061,2
9062,2
9063,2
9064,1
9065,2
9066,2
9067,1
9068,0
9069,0
9070,0
9071,0
9072,1
9073,1
9074,2
9075,2
9076,2
9077,0
9078,1
9079,0
9080,0
9081,2
9082,1
9083,2
9084,2
9085,1
9086,1
9087,1
9088,0
9089,1
9090,1
9091,1
9092,0
9093,2
9094,0
9095,0
9096,1
9097,1
9098,0
9099,2
9100,0
9101,2
9102,1
9103,2
9104,0
9105,2
9106,0
9107,1
9108,0
9109,1
9110,2
9111,1
9112,1
9113,2
9114,1
9115,2
9116,0
9117,1
9118,2
9119,1
9120,0
9121,2
9122,2
9123,0
9124,0
9125,2
9126,1
9127,1
9128,2
9129,0
9130,1
9131,2
9132,1
9133,1
9134,0
9135,1
9136,2
9137,0
9138,0
9139,0
9140,0
9141,2
9142,2
9143,1
9144,1
9145,2
9146,2
9147,0
9148,1
9149,1
9150,2
9151,0
9152,2
9153,2
9154,2
9155,0
9156,2
9157,1
9158,2
9159,1
9160,0
9161,2
9162,2
9163,0
9164,0
9165,1
9166,2
9167,1
9168,0
9169,2
9170,2
9171,1
9172,0
9173,1
9174,0
9175,1
9176,0
9177,1
9178,2
9179,0
9180,2
9181,0
9182,2
9183,0
9184,2
9185,0
9186,1
9187,0
9188,1
9189,0
9190,0
9191,0
9192,1
9193,0
9194,0
9195,2
9196,2
9197,1
9198,1
9199,1
9200,1
9201,1
9202,0
9203,0
9204,1
9205,1
9206,1
9207,0
9208,2
9209,1
9210,2
9211,2
9212,0
9213,1
9214,2
9215,2
9216,1
9217,0
9218,0
9219,0
9220,1
9221,1
9222,2
9223,2
9224,2
9225,2
9226,2
9227,0
9228,0
9229,0
9230,1
9231,1
9232,1
9233,1
9234,1
9235,1
9236,2
9237,2
9238,0
9239,1
9240,1
9241,2
9242,1
9243,2
9244,1
9245,1
9246,1
9247,1
9248,2
9249,1
9250,1
9251,1
9252,1
9253,2
9254,1
9255,0
9256,2
9257,1
9258,0
9259,1
9260,2
9261,1
9262,1
9263,0
9264,1
9265,1
9266,2
9267,2
9268,0
9269,1
9270,2
9271,2
9272,1
9273,2
9274,1
9275,1
9276,0
9277,0
9278,1
9279,0
9280,1
9281,0
9282,2
9283,1
9284,0
9285,0
9286,1
9287,2
9288,1
9289,1
9290,1
9291,0
9292,2
9293,1
9294,1
9295,1
9296,0
9297,1
9298,0
9299,0
9300,1
9301,0
9302,1
9303,2
9304,1
9305,1
9306,0
9307,0
9308,2
9309,1
9310,1
9311,2
9312,0
9313,2
9314,2
9315,1
9316,0
9317,1
9318,0
9319,2
9320,2
9321,0
9322,2
9323,2
9324,2
9325,2
9326,2
9327,2
9328,1
9329,1
9330,0
9331,0
9332,0
9333,1
9334,1
9335,0
9336,1
9337,0
9338,2
9339,0
9340,2
9341,0
9342,1
9343,2
9344,1
9345,1
9346,1
9347,1
9348,1
9349,0
9350,0
9351,2
9352,1
9353,2
9354,1
9355,0
9356,1
9357,2
9358,2
9359,0
9360,0
9361,2
9362,0
9363,0
9364,1
9365,0
9366,1
9367,1
9368,0
9369,0
9370,0
9371,1
9372,1
9373,0
9374,2
9375,1
9376,1
9377,1
9378,2
9379,1
9380,1
9381,2
9382,1
9383,1
9384,1
9385,2
9386,0
9387,1
9388,2
9389,0
9390,2
9391,2
9392,0
9393,1
9394,1
9395,1
9396,2
9397,2
9398,0
9399,0
9400,2
9401,0
9402,2
9403,1
9404,2
9405,1
9406,0
9407,1
9408,0
9409,0
9410,0
9411,2
9412,0
9413,1
9414,1
9415,0
9416,0
9417,0
9418,1
9419,1
9420,1
9421,1
9422,1
9423,0
9424,0
9425,1
9426,2
9427,1
9428,0
9429,1
9430,0
9431,0
9432,2
9433,0
9434,1
9435,1
9436,0
9437,2
9438,0
9439,0
9440,2
9441,1
9442,1
9443,2
9444,2
9445,1
9446,0
9447,2
9448,2
9449,2
9450,0
9451,2
9452,1
9453,0
9454,1
9455,1
9456,1
9457,0
9458,1
9459,1
9460,2
9461,0
9462,1
9463,0
9464,2
9465,1
9466,0
9467,0
9468,2
9469,0
9470,2
9471,1
9472,1
9473,1
9474,0
9475,2
9476,0
9477,0
9478,1
9479,2
9480,1
9481,2
9482,2
9483,1
9484,0
9485,1
9486,0
9487,2
9488,1
9489,0
9490,1
9491,2
9492,2
9493,0
9494,2
9495,0
9496,0
9497,2
9498,2
9499,2
9500,1
9501,1
9502,0
9503,1
9504,0
9505,0
9506,1
9507,0
9508,0
9509,0
9510,2
9511,2
9512,0
9513,1
9514,1
9515,0
9516,2
9517,1
9518,2
9519,0
9520,0
9521,1
9522,2
9523,2
9524,1
9525,1
9526,1
9527,1
9528,1
9529,1
9530,1
9531,0
9532,0
9533,2
9534,1
9535,1
9536,1
9537,1
9538,0
9539,1
9540,0
9541,1
9542,2
9543,0
9544,0
9545,2
9546,0
9547,0
9548,0
9549,2
9550,2
9551,1
9552,1
9553,1
9554,1
9555,2
9556,0
9557,0
9558,2
9559,0
9560,1
9561,1
9562,1
9563,1
9564,0
9565,1
9566,0
9567,0
9568,1
9569,0
9570,1
9571,1
9572,1
9573,0
9574,2
9575,0
9576,2
9577,2
9578,2
9579,0
9580,1
9581,0
9582,2
9583,0
9584,2
9585,0
9586,2
9587,2
9588,1
9589,2
9590,2
9591,0
9592,0
9593,2
9594,1
9595,1
9596,1
9597,0
9598,1
9599,0
